Sent	amod	noun	amod_idx	head_idx	position
la class 465 ( networker ) est une série de rames automotrices électriques britanniques , construites par metropolitan cammell et brel , entre 1991 et 1993 , et par abb rail entre 1993 et 1994 .	électriques	rames	13	11	after
la class 465 ( networker ) est une série de rames automotrices électriques britanniques , construites par metropolitan cammell et brel , entre 1991 et 1993 , et par abb rail entre 1993 et 1994 .	britanniques	rames	14	11	after
des milliers de personnes ont fait le déplacement pour profiter de la présence de producteurs locaux , d' artistes et d' une gastronomie originale .	locaux	producteurs	16	15	after
des milliers de personnes ont fait le déplacement pour profiter de la présence de producteurs locaux , d' artistes et d' une gastronomie originale .	originale	gastronomie	24	23	after
l' ancien testament biblique , encore appelé livre de la loi , contient pas moins que six cent treize ( 613 ) commandements ( http://www.cyber-contact.com/613.html ) .	biblique	testament	4	3	after
sabah est un quotidien national turc fondé en 1985 .	national	quotidien	5	4	after
sabah est un quotidien national turc fondé en 1985 .	turc	quotidien	6	4	after
la notion de dignité humaine a des dimensions multiples , philosophiques , religieuses , et juridiques .	humaine	dignité	5	4	after
la notion de dignité humaine a des dimensions multiples , philosophiques , religieuses , et juridiques .	multiples	dimensions	9	8	after
la notion de dignité humaine a des dimensions multiples , philosophiques , religieuses , et juridiques .	philosophiques	dimensions	11	8	after
juju fait la guerre totale est la trente-quatrième histoire de la série le baron de noël bissot .	totale	guerre	5	4	after
la valeur critique de le nombre de froude est 1 .	critique	valeur	3	2	after
ici , c' est l' élément « feu » qui prend une place prépondérante .	prépondérante	place	14	13	after
deux arrêts de le conseil de le roi , en 1284 et 1287 , déboutèrent le comte à le profit de l' abbaye et une sanction arbitrale fut prononcée en 1289 .	arbitrale	sanction	27	26	after
quant à nous , voisins arabes et maghrébins , il faut bien reconnaître que les tunisiens nous ont déjà administré leur leçon .	arabes	voisins	6	5	after
de plus , la trichotillomanie est fréquemment un symptôme accompagnant un trouble psychiatrique et pas forcément le trouble lui-même .	psychiatrique	trouble	13	12	after
on a un moment considéré que le système paroissial écossais devait entièrement son origine à david i.	paroissial	système	9	8	after
on a un moment considéré que le système paroissial écossais devait entièrement son origine à david i.	écossais	système	10	8	after
les vestiges comprennent une cour à portiques , des pièces consacrées à le culte à le nord , des installations sanitaires à l' est , et enfin une salle de réunion à l' ouest .	sanitaires	installations	21	20	after
un arrêté promulgué en 1821 interdit à les femmes publiques de fréquenter d' autres cafés et cabarets que le wauxhall .	publiques	femmes	10	9	after
neuf touristes et six membres d' équipage ont pu être sauvés , a -t-il ajouté en précisant que les deux victimes vietnamiennes étaient un touriste et un interprète qui accompagnait les étrangers .	vietnamiennes	victimes	22	21	after
de surcroît , la facilitation de l' octroi de les visas algériens pour les hommes d' affaires français viendra encourager la venue de ces derniers pour prospecter le marché algérien .	algériens	visas	12	11	after
de surcroît , la facilitation de l' octroi de les visas algériens pour les hommes d' affaires français viendra encourager la venue de ces derniers pour prospecter le marché algérien .	français	hommes	18	15	after
de surcroît , la facilitation de l' octroi de les visas algériens pour les hommes d' affaires français viendra encourager la venue de ces derniers pour prospecter le marché algérien .	algérien	marché	30	29	after
la bourse de new york a ouvert en légère hausse lundi dans le sillage de les places européennes , les investisseurs restant prudents après le recul spectaculaire de la semaine dernière : le dow jones prenait 0,02 % et le nasdaq 0,56 % .	européennes	places	18	17	after
la bourse de new york a ouvert en légère hausse lundi dans le sillage de les places européennes , les investisseurs restant prudents après le recul spectaculaire de la semaine dernière : le dow jones prenait 0,02 % et le nasdaq 0,56 % .	spectaculaire	recul	27	26	after
la bourse de new york a ouvert en légère hausse lundi dans le sillage de les places européennes , les investisseurs restant prudents après le recul spectaculaire de la semaine dernière : le dow jones prenait 0,02 % et le nasdaq 0,56 % .	dernière	semaine	31	30	after
il a étudié le photojournalisme à la folkwang-hochschule à essen et la langue arabe à damas , syrie .	arabe	langue	14	13	after
le génome olfactif de la souris comporte environ 1 300 gènes codant pour des récepteurs olfactifs , celui de l' homme un peu moins d' un millier dont une majorité de pseudogènes et une centaine hérités de son ancêtre poisson , 350 environ étant fonctionnels , cette pseudogénisation pouvant être interprétée comme une réduction de l' univers olfactif humain ou une baisse de les capacités de discrimination de son odorat .	olfactif	génome	3	2	after
le génome olfactif de la souris comporte environ 1 300 gènes codant pour des récepteurs olfactifs , celui de l' homme un peu moins d' un millier dont une majorité de pseudogènes et une centaine hérités de son ancêtre poisson , 350 environ étant fonctionnels , cette pseudogénisation pouvant être interprétée comme une réduction de l' univers olfactif humain ou une baisse de les capacités de discrimination de son odorat .	olfactifs	récepteurs	15	14	after
le génome olfactif de la souris comporte environ 1 300 gènes codant pour des récepteurs olfactifs , celui de l' homme un peu moins d' un millier dont une majorité de pseudogènes et une centaine hérités de son ancêtre poisson , 350 environ étant fonctionnels , cette pseudogénisation pouvant être interprétée comme une réduction de l' univers olfactif humain ou une baisse de les capacités de discrimination de son odorat .	olfactif	univers	57	56	after
le génome olfactif de la souris comporte environ 1 300 gènes codant pour des récepteurs olfactifs , celui de l' homme un peu moins d' un millier dont une majorité de pseudogènes et une centaine hérités de son ancêtre poisson , 350 environ étant fonctionnels , cette pseudogénisation pouvant être interprétée comme une réduction de l' univers olfactif humain ou une baisse de les capacités de discrimination de son odorat .	humain	univers	58	56	after
il est en outre interdit de découper un grand projet routier ( par « saucissonnage » ) en plusieurs sous-projets traités individuellement , permettant à l' ensemble de le projet d' échapper à une enquête publique avec étude d' impact .	routier	projet	11	10	after
il est en outre interdit de découper un grand projet routier ( par « saucissonnage » ) en plusieurs sous-projets traités individuellement , permettant à l' ensemble de le projet d' échapper à une enquête publique avec étude d' impact .	publique	enquête	36	35	after
à les primaires de le parti républicain , il arriva en tête de les prétendants avec 33 % de les suffrages et fut donc sélectionné comme candidat républicain .	républicain	parti	7	6	after
à les primaires de le parti républicain , il arriva en tête de les prétendants avec 33 % de les suffrages et fut donc sélectionné comme candidat républicain .	républicain	candidat	28	27	after
preuve en est de la déception que suscite aujourd'hui barack obama sur qui le monde arabe avait placé ses espoirs , avant de le voir , intérieurement affaibli reprendre les lignes traditionnelles de le soutien inconditionnel à israël .	arabe	monde	16	15	after
preuve en est de la déception que suscite aujourd'hui barack obama sur qui le monde arabe avait placé ses espoirs , avant de le voir , intérieurement affaibli reprendre les lignes traditionnelles de le soutien inconditionnel à israël .	traditionnelles	lignes	32	31	after
preuve en est de la déception que suscite aujourd'hui barack obama sur qui le monde arabe avait placé ses espoirs , avant de le voir , intérieurement affaibli reprendre les lignes traditionnelles de le soutien inconditionnel à israël .	inconditionnel	soutien	36	35	after
